"firm_name","n_patents","ipc_main_code","ipc_main_desc","ipc_second_code","ipc_second_desc","addr_city_main","addr_dept_main.x","n_offres","sector_main","avg_req_exp","top_skill_req","avg_wage","addr_dept_main.y"
"genes diffusion",1,"B01L","CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE (apparatus for medical or pharmaceutical purposes A61; apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus",NA,NA,"Douai",59,NA,NA,NA,NA,NA,NA
"genes'ink",9,"C09D","COATING COMPOSITIONS","B22F","WORKING METALLIC POWDER; MANUFACTURE OF ARTICLES FROM METALLIC POWDER; MAKING METALLIC POWDER (processes or devices for granulating materials in general B01J0002000000; making ceramics by compacting or sintering C04B, e.g. C04B0035640000; for the production of metals as such, see class C22; reduction or decomposition of metal compounds in general C22B; making alloys by powder metallurgy C22C; electrolytic production of metal powder C25C0005000000)","Rousset",13,NA,NA,NA,NA,NA,NA
"genesis",1,"G10K","SOUND-PRODUCING DEVICES (sound-producing toys A63H0005000000);  METHODS OR DEVICES FOR PROTECTING AGAINST",NA,NA,"Aix en Provence",13,NA,NA,NA,NA,NA,NA
"genethon",15,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"evry",91,NA,NA,NA,NA,NA,NA
"genewave",3,"B01L","CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE (apparatus for medical or pharmaceutical purposes A61; apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus",NA,NA,"evry",91,NA,NA,NA,NA,NA,NA
"genfit",32,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C07D","HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)","Loos",59,NA,NA,NA,NA,NA,NA
"genia",1,"A61M","DEVICES FOR INTRODUCING MEDIA INTO",NA,NA,"Saint Hilaire de Chaleons",44,NA,NA,NA,NA,NA,NA
"genialis",4,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES","A21D","e.g. AS DISINFECTANTS","Henrichemont",18,NA,NA,NA,NA,NA,NA
"genialis biotech",3,"A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS","A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","Henrichemont",18,NA,NA,NA,NA,NA,NA
"genin, jean-marie",2,"C01G","COMPOUNDS CONTAINING METALS NOT COVERED BY SUBCLASSES  C01D;  OR C01F; (metal hydrides C01B0006000000; salts of oxyacids of halogens C01B0011000000; peroxides","H01M","salts of peroxyacids C01B0015000000; thiosulfates","Neuviller sur Moselle",54,NA,NA,NA,NA,NA,NA
"genissieux, vincent",1,"F01C","ROTARY-PISTON OR OSCILLATING-PISTON MACHINES OR ENGINES (combustion engines F02; internal-combustion aspects F02B0053000000",NA,NA,"Grenoble",38,NA,NA,NA,NA,NA,NA
"genius objects",7,"A44B","BUTTONS","H01H","ELECTRIC SWITCHES; RELAYS; SELECTORS; EMERGENCY PROTECTIVE DEVICES (contact cables H01B0007100000; electrolytic self-interrupters H01G0009180000; emergency protective circuit arrangements H02H; switching by electronic means without contact-making H03K0017000000)","Bordeaux",33,NA,NA,NA,NA,NA,NA
"gennesson, patrick",1,"B65H","HANDLING THIN OR FILAMENTARY MATERIAL",NA,NA,"Boulieu les Annonay",71,NA,NA,NA,NA,NA,NA
"geno",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,NA,38,NA,NA,NA,NA,NA,NA
"genocean",5,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS",NA,NA,"Saint Martin de Re",17,NA,NA,NA,NA,NA,NA
"genomic",1,"B02C","CRUSHING",NA,NA,"Saint Julien en Genevois",74,NA,NA,NA,NA,NA,NA
"genoplante-valor",7,"A01H","NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"genopole",1,"A01H","NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES",NA,NA,"evry",91,NA,NA,NA,NA,NA,NA
"genoscience pharma",11,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C07D","HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)","Marseille",13,NA,NA,NA,NA,NA,NA
"genoskin",2,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES",NA,NA,"Toulouse",31,NA,NA,NA,NA,NA,NA
"genourob",2,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","A61G","e.g. G01N0033480000)","Laval",53,NA,NA,NA,NA,NA,NA
"gensight biologics",12,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO","A61N","OR PREVENTING COLLAPSING OF","Paris",75,NA,NA,NA,NA,NA,NA
"geo energy",1,"E21B","EARTH OR ROCK DRILLING (mining",NA,NA,"Garches",92,NA,NA,NA,NA,NA,NA
"geo france finance",3,"F21S","NON-PORTABLE LIGHTING DEVICES OR SYSTEMS THEREOF (burners F23D; electric aspects or elements","F21V","see section H","Paris",75,NA,NA,NA,NA,NA,NA
"geochanvre f.",2,"D01B","MECHANICAL TREATMENT OF NATURAL FIBROUS OR FILAMENTARY MATERIAL TO OBTAIN FIBRES OR FILAMENTS","D04H","e.g. FOR SPINNING (crude extraction of asbestos fibres from ores B03B; apparatus for retting D01C)","Lezinnes",89,NA,NA,NA,NA,NA,NA
"geocorail",3,"A61N","ELECTROTHERAPY; MAGNETOTHERAPY; RADIATION THERAPY; ULTRASOUND THERAPY (measurement of bioelectric currents A61B; surgical instruments","B09C","devices or methods for transferring non-mechanical forms of energy to or from the body A61B0018000000; anaesthetic apparatus in general A61M; incandescent lamps H01K; infra-red radiators for heating H05B)","Marseille",13,NA,NA,NA,NA,NA,NA
"georgia tech lorraine",1,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets",NA,NA,"Metz",57,NA,NA,NA,NA,NA,NA
"georgia-pacific france",3,"A47K","SANITARY EQUIPMENT NOT OTHERWISE PROVIDED FOR (connecting to water supply or waste pipe","B65H","HANDLING THIN OR FILAMENTARY MATERIAL, e.g. SHEETS, WEBS, CABLES","Bois Colombes",92,NA,NA,NA,NA,NA,NA
"geosat",1,"G01C","MEASURING DISTANCES",NA,NA,"Canejan",33,NA,NA,NA,NA,NA,NA
"geoservices equipements",34,"E21B","EARTH OR ROCK DRILLING (mining",NA,NA,"Roissy en France",95,NA,NA,NA,NA,NA,NA
"geotechnique et travaux speciaux",1,"F16F","SPRINGS; SHOCK-ABSORBERS; MEANS FOR DAMPING VIBRATION",NA,NA,"Saint Priest",69,NA,NA,NA,NA,NA,NA
"geps techno",5,"B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation","B63H","heating","Saint Nazaire",44,NA,NA,NA,NA,NA,NA
"gerard, jean-pierre",1,"A61N","ELECTROTHERAPY; MAGNETOTHERAPY; RADIATION THERAPY; ULTRASOUND THERAPY (measurement of bioelectric currents A61B; surgical instruments",NA,NA,"Nice",60,NA,NA,NA,NA,NA,NA
"gerbron, jacques",3,"B05B","SPRAYING APPARATUS; ATOMISING APPARATUS; NOZZLES (spray-mixers with nozzles B01F0005200000; processes for applying liquids or other fluent materials to surfaces by spraying B05D)","A61M","DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY (introducing media into or onto the bodies of animals A61D0007000000; means for inserting tampons A61F0013260000; devices for administering food or medicines orally A61J; containers for collecting, storing or administering blood or medical fluids A61J0001050000); DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY (surgery A61B; chemical aspects of surgical articles A61L; magnetotherapy using magnetic elements placed within the body A61N0002100000); DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR","Menton",65,NA,NA,NA,NA,NA,NA
"gerflor",15,"C08L","COMPOSITIONS OF MACROMOLECULAR COMPOUNDS (compositions based on polymerisable monomers C08F","D06N","C08G; artificial filaments or fibres D01F; textile treating compositions D06)","Villeurbanne",69,1,NA,NA,"Anglais, Base de donnée, Collaboration, Créativité, Excel, Français, Intelligence artificielle, Reporting, Rigueur, SQL, Statistique, équipe",NA,69
"gergonne",1,"A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION",NA,NA,"Oyonnax",11,NA,NA,NA,NA,NA,NA
"germitec",6,"A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION",NA,NA,"Ivry sur Seine",94,NA,NA,NA,NA,NA,NA
"getelec",1,"H01R","ELECTRICALLY-CONDUCTIVE CONNECTIONS; STRUCTURAL ASSOCIATIONS OF A PLURALITY OF MUTUALLY-INSULATED ELECTRICAL CONNECTING ELEMENTS; COUPLING DEVICES; CURRENT COLLECTORS (switches",NA,NA,"Buc",78,NA,NA,NA,NA,NA,NA
"getinge la calhene",22,"B25J","MANIPULATORS; CHAMBERS PROVIDED WITH MANIPULATION DEVICES (robotic devices for individually picking fruits",NA,NA,"Vendome",41,NA,NA,NA,NA,NA,NA
"gewiss france",7,"H02G","INSTALLATION OF ELECTRIC CABLES OR LINES",NA,NA,"Liernais",21,NA,NA,NA,NA,NA,NA
"ggi ameublement de bureaux",2,"A61G","TRANSPORT","B60B","PERSONAL CONVEYANCES","Albias",82,NA,NA,NA,NA,NA,NA
"ghadri, ramez",1,"A47K","SANITARY EQUIPMENT NOT OTHERWISE PROVIDED FOR (connecting to water supply or waste pipe",NA,NA,"Orleans",45,NA,NA,NA,NA,NA,NA
"ghisolfi, alain",1,"B62K","CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDECARS",NA,NA,"Villeurbanne",69,NA,NA,NA,NA,NA,NA
"ghisolfi, richard",1,"B62K","CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDECARS",NA,NA,"Villeurbanne",69,NA,NA,NA,NA,NA,NA
"giannetto, andre francesco",1,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Ozoir la Ferriere",77,NA,NA,NA,NA,NA,NA
"gibaud",11,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Saint etienne",42,NA,NA,NA,NA,NA,NA
"gignoux, pierre",1,"A43B","CHARACTERISTIC FEATURES OF FOOTWEAR; PARTS OF FOOTWEAR",NA,NA,"Saint Martin d Uriage",38,NA,NA,NA,NA,NA,NA
"gilac",1,"A21B","BAKERS OVENS; MACHINES OR EQUIPMENT FOR BAKING (domestic baking equipment A47J0037000000; combustion apparatus F23; domestic stoves or ranges being wholly or partly ovens F24B",NA,NA,"Oyonnax",11,NA,NA,NA,NA,NA,NA
"gille, olivier",1,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO",NA,NA,"Pessac",33,NA,NA,NA,NA,NA,NA
"gillet group",6,"B25B","TOOLS OR BENCH DEVICES NOT OTHERWISE PROVIDED FOR",NA,NA,"Nogent",52,NA,NA,NA,NA,NA,NA
"gilson",20,"B01L","CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE (apparatus for medical or pharmaceutical purposes A61; apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus","B01D","SEPARATION (separating solids from solids by wet methods B03B, B03D, by pneumatic jigs or tables B03B, by other dry methods B07; magnetic or electrostatic separation of solid materials from solid materials or fluids, separation by high-voltage electric fields B03C; centrifuges B04B; presses per se for squeezing-out liquid from liquid-containing material B30B0009020000)","Villiers le Bel",95,NA,NA,NA,NA,NA,NA
"gimaex international",1,"E06C","LADDERS (E04F0011000000 takes precedence;step-stools A47C0012000000; adaptation of ladders to use on ships B63B",NA,NA,"Saint Maur des Fosses",94,NA,NA,NA,NA,NA,NA
"ginger cebtp",2,"E04G","SCAFFOLDING; FORMS; SHUTTERING; BUILDING IMPLEMENTS OR OTHER BUILDING AIDS","G01B","OR THEIR USE; HANDLING BUILDING MATERIALS ON THE SITE; REPAIRING","elancourt",78,NA,NA,NA,NA,NA,NA
"ginkio",2,"A41H","APPLIANCES OR METHODS FOR MAKING CLOTHES","D04B","e.g. FOR DRESS-MAKING","Annecy",74,NA,NA,NA,NA,NA,NA
"ginoux, pierre-jean",1,"B61L","GUIDING RAILWAY TRAFFIC; ENSURING THE SAFETY OF RAILWAY TRAFFIC (brakes or auxiliary equipment B61H",NA,NA,"La Ciotat",13,NA,NA,NA,NA,NA,NA
"giordanengo, remi",1,"A61M","DEVICES FOR INTRODUCING MEDIA INTO",NA,NA,"Les Essarts",83,NA,NA,NA,NA,NA,NA
"girard, olivier",1,"F16M","FRAMES",NA,NA,"La Garde Adhemar",26,NA,NA,NA,NA,NA,NA
"girard-desprolet, raphael",1,"A62B","DEVICES",NA,NA,"Larringes",74,NA,NA,NA,NA,NA,NA
"girardin, nicolas",1,"C02F","TREATMENT OF WATER",NA,NA,"Le Kremlin Bicetre",94,NA,NA,NA,NA,NA,NA
"giraudon",1,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Yssingeaux",43,NA,NA,NA,NA,NA,NA
"girault, gregory",1,"E06B","FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS",NA,NA,"Frejus",83,NA,NA,NA,NA,NA,NA
"girault, nicolas",1,"F16F","SPRINGS; SHOCK-ABSORBERS; MEANS FOR DAMPING VIBRATION",NA,NA,"Cannes",61,NA,NA,NA,NA,NA,NA
"girbau robotics",4,"D06F","LAUNDERING",NA,NA,"Gresy sur Aix",73,NA,NA,NA,NA,NA,NA
"girinsky, olivier",1,"C02F","TREATMENT OF WATER",NA,NA,"Avon",77,NA,NA,NA,NA,NA,NA
"girod, loic",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Goven",35,NA,NA,NA,NA,NA,NA
"giroptic",5,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Lille",59,NA,NA,NA,NA,NA,NA
"girpi",1,"F16L","PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES",NA,NA,"Harfleur",76,NA,NA,NA,NA,NA,NA
"gissinger, charles",1,"B25B","TOOLS OR BENCH DEVICES NOT OTHERWISE PROVIDED FOR",NA,NA,"Thilay",88,NA,NA,NA,NA,NA,NA
"gissinger, jean-edouard",1,"B25B","TOOLS OR BENCH DEVICES NOT OTHERWISE PROVIDED FOR",NA,NA,"Thilay",88,NA,NA,NA,NA,NA,NA
"giuliani, alexandre",1,"H01J","ELECTRIC DISCHARGE TUBES OR DISCHARGE LAMPS (spark-gaps H01T; arc lamps with consumable electrodes H05B; particle accelerators H05H)",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"giusti, pierre",1,"B27C","PLANING",NA,NA,"Belcaire",11,NA,NA,NA,NA,NA,NA
"gk professional",5,"F41H","ARMOUR; ARMOURED TURRETS; ARMOURED OR ARMED VEHICLES; MEANS OF ATTACK OR DEFENCE",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"glachet, charles",3,"B01L","CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE (apparatus for medical or pharmaceutical purposes A61; apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus","B25J","see the relevant classes for industrial apparatus","Vendome",41,NA,NA,NA,NA,NA,NA
"glard, yann",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Marseille",13,NA,NA,NA,NA,NA,NA
"glass surface technology",19,"C03C","CHEMICAL COMPOSITION OF GLASSES","C09D","COATING COMPOSITIONS, e.g. PAINTS, VARNISHES OR LACQUERS; FILLING PASTES; CHEMICAL PAINT OR INK REMOVERS; INKS; CORRECTING FLUIDS; WOODSTAINS; PASTES OR SOLIDS FOR COLOURING OR PRINTING; USE OF MATERIALS THEREFOR (cosmetics A61K; processes for applying liquids or other fluent materials to surfaces, in general, B05D; staining wood B27K0005020000; glazes or vitreous enamels C03C; natural resins, French polish, drying-oils, driers, turpentine, per se, C09F; polishing compositions other than French polish, ski waxes C09G; adhesives or use of materials as adhesives C09J; materials for sealing or packing joints or covers C09K0003100000; materials for stopping leaks C09K0003120000; processes for the electrolytic or electrophoretic production of coatings C25D)","Paris",75,NA,NA,NA,NA,NA,NA
"glasspower",2,"B09B","DISPOSAL OF SOLID WASTE","F23G","CREMATION FURNACES; CONSUMING WASTE OR LOW GRADE FUELS BY COMBUSTION","Anglet",64,NA,NA,NA,NA,NA,NA
"glaztec'h",1,"C04B","LIME; MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF",NA,NA,"Morsang sur Orge",91,NA,NA,NA,NA,NA,NA
"glizh",1,"H04B","TRANSMISSION (transmission systems for measured values",NA,NA,"Cesson Sevigne",35,NA,NA,NA,NA,NA,NA
"global concept",1,"B65H","HANDLING THIN OR FILAMENTARY MATERIAL",NA,NA,"Sainte Gemme Moronval",28,NA,NA,NA,NA,NA,NA
"global d",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Brignais",69,NA,NA,NA,NA,NA,NA
"global industrial security systems",2,"B21D","WORKING OR PROCESSING OF SHEET METAL OR METAL TUBES","B65G","RODS OR PROFILES WITHOUT ESSENTIALLY REMOVING MATERIAL; PUNCHING (operations of the kind involved in the manufacture of such products B21B","Roubaix",59,NA,NA,NA,NA,NA,NA
"globalsensing technologies",1,"B60L","PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES (arrangements or mounting of electrical propulsion units or of plural diverse prime-movers for mutual or common propulsion in vehicles B60K0001000000",NA,NA,"Dijon",21,NA,NA,NA,NA,NA,NA
"glophotonics",2,"C03B","MANUFACTURE OR SHAPING OF GLASS","C03C","OR OF MINERAL OR SLAG WOOL; SUPPLEMENTARY PROCESSES IN THE MANUFACTURE OR SHAPING OF GLASS","Limoges",87,NA,NA,NA,NA,NA,NA
"glowbl",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Lyon",69,NA,NA,NA,NA,NA,NA
"gm agri",1,"C09D","COATING COMPOSITIONS",NA,NA,"Villemurlin",45,NA,NA,NA,NA,NA,NA
"gm developpement",1,"C09D","COATING COMPOSITIONS",NA,NA,"Saint Maur des Fosses",94,NA,NA,NA,NA,NA,NA
"gmp-orphan",3,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C07C","ACYCLIC OR CARBOCYCLIC COMPOUNDS (macromolecular compounds C08; production of organic compounds by electrolysis or electrophoresis C25B0003000000, C25B0007000000)","Paris",75,NA,NA,NA,NA,NA,NA
"gmt",4,"B08B","CLEANING IN GENERAL; PREVENTION OF FOULING IN GENERAL (brushes A46; devices for domestic or like cleaning A47L; separation of particles from liquids or gases B01D; separation of solids B03","B65D","B07; spraying or applying liquids or other fluent materials to surfaces in general B05; cleaning devices for conveyers B65G0045100000; concurrent cleaning","Avignon",84,NA,NA,NA,NA,NA,NA
"gmt international",2,"B01D","SEPARATION (separating solids from solids by wet methods B03B","C02F","B03D","Avignon",84,NA,NA,NA,NA,NA,NA
"gobard, benoit",3,"B62B","HAND-PROPELLED VEHICLES","B60D","VEHICLE CONNECTIONS (components of brake systems B60T0017040000)","Aulnoy",77,NA,NA,NA,NA,NA,NA
"gocap",1,"E06B","FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS",NA,NA,"Bordeaux",33,NA,NA,NA,NA,NA,NA
"godbillon, pierre",1,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS",NA,NA,NA,77,NA,NA,NA,NA,NA,NA
"godest ft",1,"E06B","FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS",NA,NA,"Pedernec",22,NA,NA,NA,NA,NA,NA
"goldsborough, andrew simon",6,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES","B01L","e.g. AS DISINFECTANTS","Talence",33,NA,NA,NA,NA,NA,NA
"goldzak, mario",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Balma",31,NA,NA,NA,NA,NA,NA
"gombart, marc",2,"B01D","SEPARATION (separating solids from solids by wet methods B03B","C02F","B03D","Ardon",45,NA,NA,NA,NA,NA,NA
"gomez, dominique",1,"A47F","SPECIAL FURNITURE",NA,NA,"Floirac",33,NA,NA,NA,NA,NA,NA
"gonnet, guy",1,"B60J","WINDOWS",NA,NA,"Germigny l eveque",77,NA,NA,NA,NA,NA,NA
"gonzalez, jerome",1,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"goodrich actuation systems",63,"B64C","AEROPLANES; HELICOPTERS (air-cushion vehicles B60V)","F16H","GEARING","Saint Ouen l Aumone",95,NA,NA,NA,NA,NA,NA
"gosense",1,"A61H","PHYSICAL THERAPY APPARATUS",NA,NA,"Lyon",69,NA,NA,NA,NA,NA,NA
"goss international france",1,"B65H","HANDLING THIN OR FILAMENTARY MATERIAL",NA,NA,"Montataire",60,NA,NA,NA,NA,NA,NA
"goss international montataire",8,"B41F","PRINTING MACHINES OR PRESSES (machines for manufacturing footwear incorporating printing or embossing apparatus A43D","B65H","HANDLING THIN OR FILAMENTARY MATERIAL, e.g. SHEETS, WEBS, CABLES","Montataire",60,NA,NA,NA,NA,NA,NA
"gosset, francois",5,"B65B","MACHINES","B65G","APPARATUS OR DEVICES FOR","Beuvillers",14,NA,NA,NA,NA,NA,NA
"goumas, philippe",1,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"gouniot, pierre",2,"A43B","CHARACTERISTIC FEATURES OF FOOTWEAR; PARTS OF FOOTWEAR","A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO","Nice",61,NA,NA,NA,NA,NA,NA
"gourgues, christophe",1,"B24D","TOOLS FOR GRINDING",NA,NA,"Connerre",72,NA,NA,NA,NA,NA,NA
"gourlaouen, brigitte",1,"A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"gourmaud selection",1,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS",NA,NA,"Saint Andre Treize Voies",85,NA,NA,NA,NA,NA,NA
"goutorbe, philippe",1,"A61M","DEVICES FOR INTRODUCING MEDIA INTO",NA,NA,"Toulon",83,NA,NA,NA,NA,NA,NA
"goyard st-honore",1,"A45C","PURSES; LUGGAGE; HAND CARRIED BAGS (sacks or packs carried on the body A45F; containers in general B65D",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"gp portail",1,"E06B","FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gp production",1,"E06B","FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS",NA,NA,"Pont sur Yonne",89,NA,NA,NA,NA,NA,NA
"gp system",2,"B25J","MANIPULATORS; CHAMBERS PROVIDED WITH MANIPULATION DEVICES (robotic devices for individually picking fruits","B65B","vegetables","Annecy le Vieux",74,NA,NA,NA,NA,NA,NA
"gpsystems",6,"B65G","TRANSPORT OR STORAGE DEVICES",NA,NA,"Saint Sornin Leulac",82,NA,NA,NA,NA,NA,NA
"gradilis recherche",1,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES",NA,NA,"Mudaison",34,NA,NA,NA,NA,NA,NA
"graftys",2,"A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION",NA,NA,"Aix en Provence",13,NA,NA,NA,NA,NA,NA
"grammont, valerie",1,"B01J","CHEMICAL OR PHYSICAL PROCESSES",NA,NA,"Paris",75,NA,NA,NA,NA,NA,NA
"grandovec, benoit",1,"B60J","WINDOWS",NA,NA,"Bassens",33,NA,NA,NA,NA,NA,NA
"grandperrin, alain",1,"B66B","ELEVATORS; ESCALATORS OR MOVING WALKWAYS (funicular railbound systems with rigid ground-supported tracks and cable traction",NA,NA,"Ardentes",36,NA,NA,NA,NA,NA,NA
"grange, emile",1,"A01M","CATCHING",NA,NA,"Cleppe",42,NA,NA,NA,NA,NA,NA
"grange, jeremy",1,"A01M","CATCHING",NA,NA,"Cleppe",42,NA,NA,NA,NA,NA,NA
"grange, kevin",1,"A01M","CATCHING",NA,NA,"Cleppe",42,NA,NA,NA,NA,NA,NA
"granger, maurice",8,"A47K","SANITARY EQUIPMENT NOT OTHERWISE PROVIDED FOR (connecting to water supply or waste pipe","B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS; ACCESSORIES, CLOSURES, OR FITTINGS THEREFOR; PACKAGING ELEMENTS; PACKAGES","Saint Priest en Jarez",42,NA,NA,NA,NA,NA,NA
