"firm_name","n_patents","ipc_main_code","ipc_main_desc","ipc_second_code","ipc_second_desc","addr_city_main","addr_dept_main"
"addup",19,"B22F","WORKING METALLIC POWDER; MANUFACTURE OF ARTICLES FROM METALLIC POWDER; MAKING METALLIC POWDER (processes or devices for granulating materials in general B01J0002000000; making ceramics by compacting or sintering C04B","B23K","SOLDERING OR UNSOLDERING; WELDING; CLADDING OR PLATING BY SOLDERING OR WELDING; CUTTING BY APPLYING HEAT LOCALLY, e.g. FLAME CUTTING; WORKING BY LASER BEAM (making metal-coated products by extruding metal B21C0023220000; building up linings or coverings by casting B22D0019080000; casting by dipping B22D0023040000; manufacture of composite layers by sintering metal powder B22F0007000000; arrangements on machine tools for copying or controlling B23Q; covering metals or covering materials with metals, not otherwise provided for C23C; burners F23D)","Cebazat","63"
"adele h.",1,"G10H","ELECTROPHONIC MUSICAL INSTRUMENTS; INSTRUMENTS IN WHICH THE TONES ARE GENERATED BY ELECTROMECHANICAL MEANS OR ELECTRONIC GENERATORS",NA,NA,"Lyon","69"
"adeos",2,"E05B","LOCKS; ACCESSORIES THEREFOR; HANDCUFFS","E05C","BOLTS OR FASTENING DEVICES FOR WINGS","Sainte Marie","35"
"adesto technologies france",1,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets",NA,NA,"Corbeil Essonnes","91"
"adetel equipment",3,"B60L","PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES (arrangements or mounting of electrical propulsion units or of plural diverse prime-movers for mutual or common propulsion in vehicles B60K0001000000","H02J","B60K0006200000; arrangements or mounting of electrical gearing in vehicles B60K0017120000","ecully","69"
"adetel transportation solution",2,"B60L","PROPULSION OF ELECTRICALLY-PROPELLED VEHICLES (arrangements or mounting of electrical propulsion units or of plural diverse prime-movers for mutual or common propulsion in vehicles B60K0001000000","H02J","B60K0006200000; arrangements or mounting of electrical gearing in vehicles B60K0017120000","ecully","69"
"adeunis rf",2,"G10L","SPEECH ANALYSIS OR SYNTHESIS; SPEECH RECOGNITION; AUDIO ANALYSIS OR PROCESSING",NA,NA,"Crolles","38"
"adhetec",1,"B65C","LABELLING OR TAGGING MACHINES",NA,NA,"Tarbes","65"
"adhex technologies",7,"A61F","FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO","B25B","OR PREVENTING COLLAPSING OF","Chenove","21"
"adial",2,"B65D","CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS","B65G","e.g. BAGS","Lisieux","14"
"adiamas",4,"A47J","KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES","B02C","CRUSHING","Palladuc","63"
"adimas",4,"B07C","POSTAL SORTING; SORTING INDIVIDUAL ARTICLES","B09B","OR BULK MATERIAL FIT TO BE SORTED PIECE-MEAL","Plaisir","78"
"adinox",1,"B65G","TRANSPORT OR STORAGE DEVICES",NA,NA,"Oudalle","76"
"adionics",7,"B01D","SEPARATION (separating solids from solids by wet methods B03B","C02F","B03D","Paris","75"
"adisseo france",19,"C07C","ACYCLIC OR CARBOCYCLIC COMPOUNDS (macromolecular compounds C08; production of organic compounds by electrolysis or electrophoresis C25B0003000000",NA,NA,"Antony","92"
"adixen vacuum products",1,"B65G","TRANSPORT OR STORAGE DEVICES",NA,NA,"Annecy","74"
"adler",6,"E05B","LOCKS; ACCESSORIES THEREFOR; HANDCUFFS",NA,NA,"Moussy le Neuf","77"
"adocia",18,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C08B","POLYSACCHARIDES; DERIVATIVES THEREOF (polysaccharides containing less than six saccharide radicals attached to each other by glycosidic linkages C07H; fermentation or enzyme-using processes C12P0019000000; sugar industry C13; production of cellulose D21)","Lyon","69"
"adpuerivitam",2,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C07D","HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)","Antony","92"
"ads design",1,"F21S","NON-PORTABLE LIGHTING DEVICES OR SYSTEMS THEREOF (burners F23D; electric aspects or elements",NA,NA,"Pertuis","84"
"adsm",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Wettolsheim","68"
"adulis",1,"H01F","MAGNETS; INDUCTANCES; TRANSFORMERS; SELECTION OF MATERIALS FOR THEIR MAGNETIC PROPERTIES (ceramics based on ferrites C04B0035260000; alloys C22C; thermomagnetic devices H01L0037000000; loudspeakers",NA,NA,"Issoudun","36"
"adv tech",2,"B63H","MARINE PROPULSION OR STEERING (propulsion of air-cushion vehicles B60V0001140000; peculiar to submarines",NA,NA,"Merignac","33"
"advanced accelerator applications",9,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Saint Genis Pouilly","16"
"advanced aerodynamic vessels",1,"B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation",NA,NA,"Nantes","44"
"advanced biodesign",6,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C07C","ACYCLIC OR CARBOCYCLIC COMPOUNDS (macromolecular compounds C08; production of organic compounds by electrolysis or electrophoresis C25B0003000000, C25B0007000000)","Saint Priest","69"
"advanced chitosan solutions biotech",2,"A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION","C08L","STERILISATION","Villeurbanne","69"
"advanced comfort systems france sas - acs france",34,"B60J","WINDOWS",NA,NA,"Bressuire","79"
"advanced comfort systems france sas acs france",1,"B60J","WINDOWS",NA,NA,"Bressuire","79"
"advanced echo technology",3,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N","B25J","e.g. G01N0033480000)","Huisseau en Beauce","41"
"advanced electrical tools",2,"B23B","TURNING; BORING (using an electrode which takes the place of a tool B23H","B23C","e.g. making holes B23H0009140000; working by laser beam B23K0026000000; arrangements for copying or controlling B23Q)","Seclin","59"
"advanced nano industry",1,"C01B","NON-METALLIC ELEMENTS; COMPOUNDS THEREOF (fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide C12P0003000000;  production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis C25B)",NA,NA,"Clichy","92"
"advanced track & trace",6,"B42D","BOOKS; BOOK COVERS; LOOSE LEAVES; PRINTED MATTER OF SPECIAL FORMAT OR STYLE NOT OTHERWISE PROVIDED FOR; DEVICES FOR USE THEREWITH; MOVABLE-STRIP WRITING OR READING APPARATUS (book stands A47B; reading desks A47B0019000000; book rests A47B0023000000)",NA,NA,"Rueil Malmaison","92"
"advanced wireless solutions and services",1,"H03F","AMPLIFIERS (measuring",NA,NA,"Le Bouscat","33"
"adventys",2,"A47F","SPECIAL FURNITURE","A47J","FITTINGS","Seurre","21"
"aelis farma",2,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Bordeaux","33"
"aeml",5,"B01F","MIXING",NA,NA,"Meung sur Loire","45"
"aenitis technologies",5,"A61M","DEVICES FOR INTRODUCING MEDIA INTO","B01D","OR ONTO","Mitry Mory","77"
"aer",1,"F16K","VALVES; TAPS; COCKS; ACTUATING-FLOATS; DEVICES FOR VENTING OR AERATING",NA,NA,"Chevilly Larue","94"
"aerazur",11,"F16L","PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES","B64D","EQUIPMENT FOR FITTING IN OR TO AIRCRAFT; FLYING SUITS; PARACHUTES; ARRANGEMENTS OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS","Caudebec les Elbeuf","76"
"aereco",2,"E06B","FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS","F16K","VEHICLES","La Vallee","77"
"aeriel",2,"H03M","CODING","H04N","DECODING OR CODE CONVERSION","Montelier","26"
"aerolia",1,"B23K","SOLDERING OR UNSOLDERING; WELDING; CLADDING OR PLATING BY SOLDERING OR WELDING; CUTTING BY APPLYING HEAT LOCALLY",NA,NA,"Toulouse","31"
"aerophonoscope",1,"A61B","DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N",NA,NA,"Plemet","22"
"aeroports de paris",2,"B64F","GROUND OR AIRCRAFT-CARRIER-DECK INSTALLATIONS","B65G","TRANSPORT OR STORAGE DEVICES","Paris","75"
"aerovia",1,"H01S","DEVICES USING STIMULATED EMISSION",NA,NA,"Reims","51"
"aes chemunex",1,"B01L","CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE (apparatus for medical or pharmaceutical purposes A61; apparatus for industrial purposes or laboratory apparatus whose construction and performance are comparable to that of similar industrial apparatus",NA,NA,"Combourg","35"
"aet group",3,"B01J","CHEMICAL OR PHYSICAL PROCESSES","C01B","e.g. CATALYSIS","Gilette","68"
"affaticati, jean-luc",1,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Divonne les Bains","12"
"affichem",8,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS","Toulouse","31"
"affiliated computer services solutions france",1,"E05B","LOCKS; ACCESSORIES THEREFOR; HANDCUFFS",NA,NA,"Guilherand Granges","75"
"affilogic",2,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Nantes","44"
"afi centrifuge",2,"B04B","CENTRIFUGES (high-speed drum mills B02C0019110000)",NA,NA,"Chateau Gontier","53"
"afield sustainable innovations",1,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets",NA,NA,"Antony","92"
"afitex international",8,"B09B","DISPOSAL OF SOLID WASTE",NA,NA,"Chartres","28"
"afl foessel",4,"E06B","FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS","A01K","ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS","Amilly","45"
"afyren",8,"C07C","ACYCLIC OR CARBOCYCLIC COMPOUNDS (macromolecular compounds C08; production of organic compounds by electrolysis or electrophoresis C25B0003000000","C05F","ORGANIC FERTILISERS NOT COVERED BY SUBCLASSES ; C05B, C05C, e.g. FERTILISERS FROM WASTE OR REFUSE","Saint Beauzire","63"
"agach, mickael ange",1,"A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS",NA,NA,"Saint Ouen","93"
"agapea solutions",1,"A47J","KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES",NA,NA,"Gundolsheim","68"
"agarik",2,"H04L","TRANSMISSION OF DIGITAL INFORMATION",NA,NA,"Saint Ouen","93"
"agatec",1,"G01C","MEASURING DISTANCES",NA,NA,"Le Mesnil le Roi","78"
"agath",1,"H04N","PICTORIAL COMMUNICATION",NA,NA,"Rillieux la Pape","69"
"agco",12,"A01B","SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS","B60K","ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLES; ARRANGEMENT OR MOUNTING OF PLURAL DIVERSE PRIME-MOVERS; AUXILIARY DRIVES; INSTRUMENTATION OR DASHBOARDS FOR VEHICLES; ARRANGEMENTS IN CONNECTION WITH COOLING, AIR INTAKE, GAS EXHAUST, OR FUEL SUPPLY, OF PROPULSION UNITS, IN VEHICLES","Beauvais","60"
"agefpi",4,"B01D","SEPARATION (separating solids from solids by wet methods B03B","D21F","B03D","Saint Martin d Heres","38"
"agence conseil pour la phytotherapie et l'aromatherapie",4,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES","A01P","e.g. AS DISINFECTANTS","Cabris","65"
"agence nationale de recherches sur le sida et les hepatitis",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Paris","75"
"agence nationale pour la formation professionnelle des adultes - afpa",2,"G09B","EDUCATIONAL OR DEMONSTRATION APPLIANCES; APPLIANCES FOR TEACHING","H04N","OR COMMUNICATING WITH","Montreuil","93"
"agence nationale pour la gestion des dechets radioactifs",7,"E21D","SHAFTS; TUNNELS; GALLERIES; LARGE UNDERGROUND CHAMBERS (soil-conditioning or soil-stabilising materials C09K0017000000; cutting machines for mining or quarrying E21C; safety devices",NA,NA,"Chatenay Malabry","92"
"agence spatiale europeenne",22,"H01Q","AERIALS (microwave radiators for near-field therapeutic treatment A61N0005040000; apparatus for testing aerials or for measuring aerial characteristics G01R; waveguides H01P; radiators or aerials for microwave heating H05B0006720000)","H04B","TRANSMISSION (transmission systems for measured values, control or similar signals G08C; speech analysis or synthesis G10L; coding, decoding or code conversion, in general H03M; broadcast communication H04H; multiplex systems H04J; secret communication H04K; transmission of digital information H04L; wireless communication networks H04W)","Paris","75"
"ageneau, jean-luc",1,"A47J","KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES",NA,NA,"Le Boupere","85"
"aghilone, marcello",2,"B60C","VEHICLE TYRES (manufacture","F17C","repairing B29); TYRE INFLATION; TYRE CHANGING; CONNECTING VALVES TO INFLATABLE ELASTIC BODIES IN GENERAL; DEVICES OR ARRANGEMENTS RELATED TO TYRES (testing of tyres G01M0017020000)","Pezenas","34"
"agile power switch 3d - integration apsi3d",4,"H01L","SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets",NA,NA,"Tarbes","65"
"agilit",1,"B26B","HAND-HELD CUTTING TOOLS NOT OTHERWISE PROVIDED FOR (for harvesting A01D; for horticulture",NA,NA,"Rennes","35"
"agrauxine",4,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES","A01N","FLOWERS","Beaucouze","49"
"agreenculture",1,"G01C","MEASURING DISTANCES",NA,NA,"Ramonville Saint Agne","31"
"agri-esprit",2,"A01B","SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS","A01D","DETAILS","Strasbourg","67"
"agricool",2,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES",NA,NA,"La Courneuve","76"
"agrilogic systemes",1,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES",NA,NA,"Noumea","98"
"agrithermic",1,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES",NA,NA,"Le Bourget du Lac","73"
"agro industrie recherches et developpements",3,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES","C07C","e.g. AS DISINFECTANTS","Pomacle","51"
"agro industrie recherches et developpements a.r.d.",2,"A23P","SHAPING OR WORKING OF FOODSTUFFS","B01J","NOT FULLY COVERED BY A SINGLE OTHER SUBCLASS (shaping substances in a plastic state in general B29C)","Pomacle","51"
"agro industries recherche et developpement",5,"C08H","DERIVATIVES OF NATURAL MACROMOLECULAR COMPOUNDS (polysaccharides C08B; natural rubber C08C; natural resins or their derivatives C09F; working up pitch","B01D","SEPARATION (separating solids from solids by wet methods B03B, B03D, by pneumatic jigs or tables B03B, by other dry methods B07; magnetic or electrostatic separation of solid materials from solid materials or fluids, separation by high-voltage electric fields B03C; centrifuges B04B; presses per se for squeezing-out liquid from liquid-containing material B30B0009020000)","Pomacle","51"
"agro innovation international",20,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES",NA,NA,"Saint Malo","35"
"agronutrition",12,"A01N","PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES",NA,NA,"Carbonne","31"
"agroparistech",1,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS",NA,NA,"Paris","75"
"agrosolutions",2,"A01K","ANIMAL HUSBANDRY; CARE OF BIRDS","A01N","FISHES","Paris","75"
"agrotecsol",1,"A01C","PLANTING; SOWING; FERTILISING (combined with general working of soil A01B0049040000; parts",NA,NA,"Amiens","80"
"agrotronix",1,"A01B","SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS",NA,NA,"Douvrin","62"
"aguila technologie",1,"A62B","DEVICES",NA,NA,"Bidart","64"
"aguilar, michel",2,"F23C","METHODS OR APPARATUS FOR COMBUSTION USING FLUENT FUEL (burners F23D)","F23Q","IGNITION (devices for igniting matches A24F;  chemical igniters C06C0009000000); EXTINGUISHING DEVICES","Castanet Tolosan","31"
"agv discovery",4,"A61P","SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS","C07D","HETEROCYCLIC COMPOUNDS (macromolecular compounds C08)","Clapiers","34"
"aharouni, charles",1,"A42B","HATS; HEAD COVERINGS (headbands",NA,NA,"Puteaux","92"
"aiglon",2,"A61Q","SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS","C08L","COMPOSITIONS OF MACROMOLECULAR COMPOUNDS (compositions based on polymerisable monomers C08F","Precy sur Oise","60"
"ain corporation",5,"E04G","SCAFFOLDING; FORMS; SHUTTERING; BUILDING IMPLEMENTS OR OTHER BUILDING AIDS",NA,NA,"Civrieux","13"
"air",6,"B63H","MARINE PROPULSION OR STEERING (propulsion of air-cushion vehicles B60V0001140000; peculiar to submarines","B63B","SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPING (air-cushion vehicles B60V; arrangements of vessel ventilation, heating, cooling, or air-conditioning B63J0002000000)","Toulouse","31"
"air liquide",1471,"F17C","VESSELS FOR CONTAINING OR STORING COMPRESSED","B01D","SEPARATION (separating solids from solids by wet methods B03B, B03D, by pneumatic jigs or tables B03B, by other dry methods B07; magnetic or electrostatic separation of solid materials from solid materials or fluids, separation by high-voltage electric fields B03C; centrifuges B04B; presses per se for squeezing-out liquid from liquid-containing material B30B0009020000)","Paris","75"
"air lynx",2,"H04B","TRANSMISSION (transmission systems for measured values","H04L","control or similar signals G08C; speech analysis or synthesis G10L; coding","Les Ulis","91"
"air serenity",2,"B01D","SEPARATION (separating solids from solids by wet methods B03B","H02M","B03D","Orsay","91"
"air sur",3,"A61L","METHODS OR APPARATUS FOR STERILISING MATERIALS OR OBJECTS IN GENERAL; DISINFECTION","B01D","STERILISATION","Paris","75"
"air&d",2,"A01M","CATCHING","A61L","TRAPPING OR SCARING OF ANIMALS (apiculture A01K0047000000-A01K0059000000; fishing A01K0069000000-A01K0097000000; pesticides A01N); APPARATUS FOR THE DESTRUCTION OF NOXIOUS ANIMALS OR NOXIOUS PLANTS (equipment fitted in or to aircraft for dropping or releasing powdered","Rosheim","67"
"airborne concept",2,"B64C","AEROPLANES; HELICOPTERS (air-cushion vehicles B60V)","B64D","EQUIPMENT FOR FITTING IN OR TO AIRCRAFT; FLYING SUITS; PARACHUTES; ARRANGEMENTS OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS","Cugnaux","31"
"airbus",1855,"B64C","AEROPLANES; HELICOPTERS (air-cushion vehicles B60V)","B64D","EQUIPMENT FOR FITTING IN OR TO AIRCRAFT; FLYING SUITS; PARACHUTES; ARRANGEMENTS OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS","Toulouse","31"
"aircelle",111,"B64D","EQUIPMENT FOR FITTING IN OR TO AIRCRAFT; FLYING SUITS; PARACHUTES; ARRANGEMENTS OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS","F01D","NON-POSITIVE-DISPLACEMENT MACHINES OR ENGINES, e.g. STEAM TURBINES (combustion engines F02; machines or engines for liquids F03, F04; non-positive-displacement pumps F04D)","Gonfreville l Orcher","76"
"aircleanup",1,"A01G","HORTICULTURE; CULTIVATION OF VEGETABLES",NA,NA,"Paris","75"
"airfan",2,"A61M","DEVICES FOR INTRODUCING MEDIA INTO",NA,NA,"Colomiers","31"
"airflaps",2,"A42B","HATS; HEAD COVERINGS (headbands","A61F","head-scarves A41D0020000000","Paris","75"
"airflux",1,"F16K","VALVES; TAPS; COCKS; ACTUATING-FLOATS; DEVICES FOR VENTING OR AERATING",NA,NA,"Lille","59"
"airindex",1,"F16K","VALVES; TAPS; COCKS; ACTUATING-FLOATS; DEVICES FOR VENTING OR AERATING",NA,NA,"Chambray les Tours","37"
